source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
phosphorylcholine	Compound	DrugBank:DB00122	Obesity	Disease	UMLS:C0028754	RepoDB::therapeutic::Compound:Disease	RepoDB
zoledronic acid	Compound	DrugBank:DB00399	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
ketamine	Compound	DrugBank:DB01221	Chronic pain	Disease	UMLS:C0150055	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00653	Chronic pain	Disease	UMLS:C0150055	RepoDB::therapeutic::Compound:Disease	RepoDB
metformin	Compound	DrugBank:DB00331	Obesity	Disease	UMLS:C0028754	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01083	Obesity	Disease	UMLS:C0028754	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00273	Obesity	Disease	UMLS:C0028754	RepoDB::therapeutic::Compound:Disease	RepoDB
letrozole	Compound	DrugBank:DB01006	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01217	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
doripenem	Compound	DrugBank:DB06211	Meningitis	Disease	UMLS:C0025289	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Recurrent Chronic Lymphoid Leukemia	Disease	UMLS:C0854802	RepoDB::therapeutic::Compound:Disease	RepoDB
pemetrexed	Compound	DrugBank:DB00642	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00112	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
hydroxychloroquine	Compound	DrugBank:DB01611	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01024	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00635	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00608	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
moxifloxacin	Compound	DrugBank:DB00218	Alzheimer's Disease	Disease	UMLS:C0002395	RepoDB::therapeutic::Compound:Disease	RepoDB
mycophenolate mofetil	Compound	DrugBank:DB01024	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00993	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
dronabinol	Compound	DrugBank:DB00470	Multiple Sclerosis	Disease	UMLS:C0026769	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB09061	Multiple Sclerosis	Disease	UMLS:C0026769	RepoDB::therapeutic::Compound:Disease	RepoDB
ketorolac	Compound	DrugBank:DB00465	Tenosynovitis	Disease	UMLS:C0039520	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Tenosynovitis	Disease	UMLS:C0039520	RepoDB::therapeutic::Compound:Disease	RepoDB
vincristine	Compound	DrugBank:DB00541	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00188	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00997	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
letrozole	Compound	DrugBank:DB01006	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
esomeprazole	Compound	DrugBank:DB00736	Nausea	Disease	UMLS:C0027497	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00338	Nausea	Disease	UMLS:C0027497	RepoDB::therapeutic::Compound:Disease	RepoDB
amantadine	Compound	DrugBank:DB00915	Parkinson Disease	Disease	UMLS:C0030567	RepoDB::therapeutic::Compound:Disease	RepoDB
bortezomib	Compound	DrugBank:DB00188	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
valaciclovir	Compound	DrugBank:DB00577	Nonsquamous nonsmall cell neoplasm of lung	Disease	UMLS:C2585890	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB09035	Nonsquamous nonsmall cell neoplasm of lung	Disease	UMLS:C2585890	RepoDB::therapeutic::Compound:Disease	RepoDB
valaciclovir	Compound	DrugBank:DB00577	Metastatic Uveal Melanoma	Disease	UMLS:C4725091	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB09035	Metastatic Uveal Melanoma	Disease	UMLS:C4725091	RepoDB::therapeutic::Compound:Disease	RepoDB
ciprofloxacin	Compound	DrugBank:DB00537	Anthrax disease	Disease	UMLS:C0003175	RepoDB::therapeutic::Compound:Disease	RepoDB
ketotifen	Compound	DrugBank:DB00920	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
danazol	Compound	DrugBank:DB01406	Purpura, Thrombotic Thrombocytopenic	Disease	UMLS:C0034155	RepoDB::therapeutic::Compound:Disease	RepoDB
memantine	Compound	DrugBank:DB01043	Schizophrenia	Disease	UMLS:C0036341	RepoDB::therapeutic::Compound:Disease	RepoDB
enocitabine	Compound	DrugBank:DB00619	Myeloid Leukemia, Chronic	Disease	UMLS:C0023473	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00987	Myeloid Leukemia, Chronic	Disease	UMLS:C0023473	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00694	Myeloid Leukemia, Chronic	Disease	UMLS:C0023473	RepoDB::therapeutic::Compound:Disease	RepoDB
telmisartan	Compound	DrugBank:DB00966	COVID19 (disease)	Disease	UMLS:C5203670	RepoDB::therapeutic::Compound:Disease	RepoDB
salmeterol	Compound	DrugBank:DB00938	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
letrozole	Compound	DrugBank:DB01006	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01229	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00675	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00958	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00072	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
nitric oxide	Compound	DrugBank:DB00435	Pulmonary arterial hypertension	Disease	UMLS:C2973725	RepoDB::therapeutic::Compound:Disease	RepoDB
diclofenac	Compound	DrugBank:DB00586	Degenerative polyarthritis	Disease	UMLS:C0029408	RepoDB::therapeutic::Compound:Disease	RepoDB
warfarin	Compound	DrugBank:DB00682	Atherosclerosis	Disease	UMLS:C0004153	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00945	Atherosclerosis	Disease	UMLS:C0004153	RepoDB::therapeutic::Compound:Disease	RepoDB
epirubicin	Compound	DrugBank:DB00445	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00773	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01181	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00541	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00958	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
ketamine	Compound	DrugBank:DB01221	Endometriosis	Disease	UMLS:C0014175	RepoDB::therapeutic::Compound:Disease	RepoDB
enocitabine	Compound	DrugBank:DB00650	Refractory acute myeloid leukemia	Disease	UMLS:C4528668	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00987	Refractory acute myeloid leukemia	Disease	UMLS:C4528668	RepoDB::therapeutic::Compound:Disease	RepoDB
sildenafil	Compound	DrugBank:DB00203	Pulmonary arterial hypertension	Disease	UMLS:C2973725	RepoDB::therapeutic::Compound:Disease	RepoDB
sildenafil	Compound	DrugBank:DB00203	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
prednisone	Compound	DrugBank:DB00635	Erysipelas	Disease	UMLS:C0014733	RepoDB::therapeutic::Compound:Disease	RepoDB
tirofiban	Compound	DrugBank:DB00775	Ischemic stroke	Disease	UMLS:C0948008	RepoDB::therapeutic::Compound:Disease	RepoDB
salbutamol	Compound	DrugBank:DB01001	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01394	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
abatacept	Compound	DrugBank:DB01281	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
lenalidomide	Compound	DrugBank:DB00480	Peripheral T-Cell Lymphoma	Disease	UMLS:C0079774	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00073	Peripheral T-Cell Lymphoma	Disease	UMLS:C0079774	RepoDB::therapeutic::Compound:Disease	RepoDB
lenalidomide	Compound	DrugBank:DB00480	Waldenstrom Macroglobulinemia	Disease	UMLS:C0024419	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00073	Waldenstrom Macroglobulinemia	Disease	UMLS:C0024419	RepoDB::therapeutic::Compound:Disease	RepoDB
nitric oxide	Compound	DrugBank:DB00435	COVID19 (disease)	Disease	UMLS:C5203670	RepoDB::therapeutic::Compound:Disease	RepoDB
dexamethasone phosphate	Compound	DrugBank:DB09035	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
dexmedetomidine	Compound	DrugBank:DB00633	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
lidocaine	Compound	DrugBank:DB00281	Pain	Disease	UMLS:C0030193	RepoDB::therapeutic::Compound:Disease	RepoDB
muromonab-CD3	Compound	DrugBank:DB00075	Crohn Disease	Disease	UMLS:C0010346	RepoDB::therapeutic::Compound:Disease	RepoDB
ezetimibe	Compound	DrugBank:DB00973	Hyperlipidemia	Disease	UMLS:C0020473	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01076	Hyperlipidemia	Disease	UMLS:C0020473	RepoDB::therapeutic::Compound:Disease	RepoDB
fulvestrant	Compound	DrugBank:DB00947	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
lansoprazole	Compound	DrugBank:DB00448	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB05351	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
etoposide	Compound	DrugBank:DB00773	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01042	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01041	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00480	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00515	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB13144	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00997	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
salbutamol	Compound	DrugBank:DB01001	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
ribavirin	Compound	DrugBank:DB00811	Hepatitis C, Chronic	Disease	UMLS:C0524910	RepoDB::therapeutic::Compound:Disease	RepoDB
paclitaxel	Compound	DrugBank:DB01229	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00958	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00997	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
erlotinib	Compound	DrugBank:DB00530	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00002	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01248	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
lenalidomide	Compound	DrugBank:DB00480	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00188	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
methylprednisolone	Compound	DrugBank:DB00959	Neuromyelitis Optica	Disease	UMLS:C0027873	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB14644	Neuromyelitis Optica	Disease	UMLS:C0027873	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00860	Neuromyelitis Optica	Disease	UMLS:C0027873	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00073	Neuromyelitis Optica	Disease	UMLS:C0027873	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Neuromyelitis Optica	Disease	UMLS:C0027873	RepoDB::therapeutic::Compound:Disease	RepoDB
rosuvastatin	Compound	DrugBank:DB01098	Venous Thrombosis	Disease	UMLS:C0042487	RepoDB::therapeutic::Compound:Disease	RepoDB
mesalazine	Compound	DrugBank:DB00244	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00233	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
metformin	Compound	DrugBank:DB00331	Diabetes Mellitus	Disease	UMLS:C0011849	RepoDB::therapeutic::Compound:Disease	RepoDB
milnacipran	Compound	DrugBank:DB04896	Irritable Bowel Syndrome	Disease	UMLS:C0022104	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB08918	Irritable Bowel Syndrome	Disease	UMLS:C0022104	RepoDB::therapeutic::Compound:Disease	RepoDB
hydrocortamate	Compound	DrugBank:DB00741	Obesity	Disease	UMLS:C0028754	RepoDB::therapeutic::Compound:Disease	RepoDB
midazolam	Compound	DrugBank:DB00683	Epilepsy	Disease	UMLS:C0014544	RepoDB::therapeutic::Compound:Disease	RepoDB
certolizumab pegol	Compound	DrugBank:DB08904	Crohn Disease	Disease	UMLS:C0010346	RepoDB::therapeutic::Compound:Disease	RepoDB
everolimus	Compound	DrugBank:DB01590	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01248	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
lorazepam	Compound	DrugBank:DB00186	Status Epilepticus	Disease	UMLS:C0038220	RepoDB::therapeutic::Compound:Disease	RepoDB
iloprost	Compound	DrugBank:DB01088	Pulmonary arterial hypertension	Disease	UMLS:C2973725	RepoDB::therapeutic::Compound:Disease	RepoDB
melphalan	Compound	DrugBank:DB01042	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
paclitaxel	Compound	DrugBank:DB01229	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00997	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
amphotericin B	Compound	DrugBank:DB00681	Vulvovaginitis	Disease	UMLS:C0042998	RepoDB::therapeutic::Compound:Disease	RepoDB
mepacrine	Compound	DrugBank:DB01103	Renal Cell Carcinoma	Disease	UMLS:C0007134	RepoDB::therapeutic::Compound:Disease	RepoDB
salbutamol	Compound	DrugBank:DB01001	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
latanoprost	Compound	DrugBank:DB00654	Glaucoma	Disease	UMLS:C0017601	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00373	Glaucoma	Disease	UMLS:C0017601	RepoDB::therapeutic::Compound:Disease	RepoDB
lenalidomide	Compound	DrugBank:DB00480	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01234	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
bevacizumab	Compound	DrugBank:DB00112	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Neuroblastoma	Disease	UMLS:C0027819	RepoDB::therapeutic::Compound:Disease	RepoDB
bevacizumab	Compound	DrugBank:DB00112	Synovitis	Disease	UMLS:C0039103	RepoDB::therapeutic::Compound:Disease	RepoDB
valproic acid	Compound	DrugBank:DB00313	Neuralgia	Disease	UMLS:C0027796	RepoDB::therapeutic::Compound:Disease	RepoDB
memantine	Compound	DrugBank:DB01043	Alzheimer's Disease	Disease	UMLS:C0002395	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00843	Alzheimer's Disease	Disease	UMLS:C0002395	RepoDB::therapeutic::Compound:Disease	RepoDB
hydroxychloroquine	Compound	DrugBank:DB01611	COVID19 (disease)	Disease	UMLS:C5203670	RepoDB::therapeutic::Compound:Disease	RepoDB
cannabidiol	Compound	DrugBank:DB09061	Anxiety	Disease	UMLS:C0003467	RepoDB::therapeutic::Compound:Disease	RepoDB
levetiracetam	Compound	DrugBank:DB01202	Epilepsy	Disease	UMLS:C0014544	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00273	Epilepsy	Disease	UMLS:C0014544	RepoDB::therapeutic::Compound:Disease	RepoDB
bevacizumab	Compound	DrugBank:DB00112	Glioblastoma Multiforme	Disease	UMLS:C1621958	RepoDB::therapeutic::Compound:Disease	RepoDB
rivaroxaban	Compound	DrugBank:DB06228	COVID19 (disease)	Disease	UMLS:C5203670	RepoDB::therapeutic::Compound:Disease	RepoDB
paclitaxel	Compound	DrugBank:DB01229	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
axitinib	Compound	DrugBank:DB06626	Renal Cell Carcinoma	Disease	UMLS:C0007134	RepoDB::therapeutic::Compound:Disease	RepoDB
baclofen	Compound	DrugBank:DB00181	Nicotine Dependence	Disease	UMLS:C0028043	RepoDB::therapeutic::Compound:Disease	RepoDB
alefacept	Compound	DrugBank:DB00092	Lichen Planus	Disease	UMLS:C0023646	RepoDB::therapeutic::Compound:Disease	RepoDB
risperidone	Compound	DrugBank:DB00734	Schizophrenia	Disease	UMLS:C0036341	RepoDB::therapeutic::Compound:Disease	RepoDB
dexamethasone phosphate	Compound	DrugBank:DB01234	Non-Small Cell Lung Carcinoma	Disease	UMLS:C0007131	RepoDB::therapeutic::Compound:Disease	RepoDB
pantoprazole	Compound	DrugBank:DB00213	Congestive heart failure	Disease	UMLS:C0018802	RepoDB::therapeutic::Compound:Disease	RepoDB
sorafenib	Compound	DrugBank:DB00398	Leukemia, Myelomonocytic, Chronic	Disease	UMLS:C0023480	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01268	Leukemia, Myelomonocytic, Chronic	Disease	UMLS:C0023480	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01254	Leukemia, Myelomonocytic, Chronic	Disease	UMLS:C0023480	RepoDB::therapeutic::Compound:Disease	RepoDB
sorafenib	Compound	DrugBank:DB00398	Refractory acute myeloid leukemia	Disease	UMLS:C4528668	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01268	Refractory acute myeloid leukemia	Disease	UMLS:C4528668	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01254	Refractory acute myeloid leukemia	Disease	UMLS:C4528668	RepoDB::therapeutic::Compound:Disease	RepoDB
iloprost	Compound	DrugBank:DB01088	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00203	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00559	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
tadalafil	Compound	DrugBank:DB00820	Heart failure	Disease	UMLS:C0018801	RepoDB::therapeutic::Compound:Disease	RepoDB
tadalafil	Compound	DrugBank:DB00820	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Primary thymic carcinoma	Disease	UMLS:C4302369	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00997	Primary thymic carcinoma	Disease	UMLS:C4302369	RepoDB::therapeutic::Compound:Disease	RepoDB
scopolamine	Compound	DrugBank:DB00747	Motion Sickness	Disease	UMLS:C0026603	RepoDB::therapeutic::Compound:Disease	RepoDB
ciclosporin	Compound	DrugBank:DB00091	Psoriasis	Disease	UMLS:C0033860	RepoDB::therapeutic::Compound:Disease	RepoDB
goserelin	Compound	DrugBank:DB00014	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
midazolam	Compound	DrugBank:DB00683	Pain	Disease	UMLS:C0030193	RepoDB::therapeutic::Compound:Disease	RepoDB
midazolam	Compound	DrugBank:DB00683	Anxiety	Disease	UMLS:C0003467	RepoDB::therapeutic::Compound:Disease	RepoDB
levodopa	Compound	DrugBank:DB00988	Hypotension	Disease	UMLS:C0020649	RepoDB::therapeutic::Compound:Disease	RepoDB
colecalciferol	Compound	DrugBank:DB00169	Osteoporosis, Postmenopausal	Disease	UMLS:C0029458	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB06724	Osteoporosis, Postmenopausal	Disease	UMLS:C0029458	RepoDB::therapeutic::Compound:Disease	RepoDB
olanzapine	Compound	DrugBank:DB00334	Schizophrenia	Disease	UMLS:C0036341	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00909	Schizophrenia	Disease	UMLS:C0036341	RepoDB::therapeutic::Compound:Disease	RepoDB
olanzapine	Compound	DrugBank:DB00334	Schizoaffective Disorder	Disease	UMLS:C0036337	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00909	Schizoaffective Disorder	Disease	UMLS:C0036337	RepoDB::therapeutic::Compound:Disease	RepoDB
trastuzumab	Compound	DrugBank:DB00072	Malignant neoplasm of breast	Disease	UMLS:C0006142	RepoDB::therapeutic::Compound:Disease	RepoDB
hydroxychloroquine	Compound	DrugBank:DB01611	COVID19 (disease)	Disease	UMLS:C5203670	RepoDB::therapeutic::Compound:Disease	RepoDB
lovastatin	Compound	DrugBank:DB00227	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00175	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01098	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00641	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB01076	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
lidocaine	Compound	DrugBank:DB00281	Cerebrovascular accident	Disease	UMLS:C0038454	RepoDB::therapeutic::Compound:Disease	RepoDB
lumefantrine	Compound	DrugBank:DB06708	Malaria	Disease	UMLS:C0024530	RepoDB::therapeutic::Compound:Disease	RepoDB
glucagon	Compound	DrugBank:DB00040	Short Bowel Syndrome	Disease	UMLS:C0036992	RepoDB::therapeutic::Compound:Disease	RepoDB
aminosalicylic acid	Compound	DrugBank:DB00233	Crohn Disease	Disease	UMLS:C0010346	RepoDB::therapeutic::Compound:Disease	RepoDB
methotrexate	Compound	DrugBank:DB00563	Acute lymphocytic leukemia	Disease	UMLS:C0023449	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Acute lymphocytic leukemia	Disease	UMLS:C0023449	RepoDB::therapeutic::Compound:Disease	RepoDB
methotrexate	Compound	DrugBank:DB00563	Myeloid Leukemia, Chronic	Disease	UMLS:C0023473	RepoDB::therapeutic::Compound:Disease	RepoDB
	Compound	DrugBank:DB00531	Myeloid Leukemia, Chronic	Disease	UMLS:C0023473	RepoDB::therapeutic::Compound:Disease	RepoDB
methotrexate	Compound	DrugBank:DB00563	Leukemia, Myelomonocytic, Chronic	Disease	UMLS:C0023480	RepoDB::therapeutic::Compound:Disease	RepoDB
